PassengerId,Survived,Pclass,Age,SibSp,Parch,Ticket,Fare,Cabin,Name_Hash
799,0,3,30,0,0,2685,7.2292,Desconhecido,facadebed18dc5eeb429eca502d0aa2c77f8c1c65169983bc704ed498cdb90e2
800,0,3,30,1,1,345773,24.15,Desconhecido,7fe4e30106314ef32073dc04ba230e27b3fa82938c90be936af15ec6dceead38
801,0,2,34,0,0,250647,13.0,Desconhecido,415df9fe7a9c9335ac6098bc5281f694ee137877d717d75bc2570fd873b97e1d
802,1,2,31,1,1,C.A. 31921,26.25,Desconhecido,846af91089fb15978b7b821e178f67a08ddd631fa1857fc38d50459fe08b115a
803,1,1,11,1,2,113760,120.0,B96 B98,244d9c466c213333268549c4b9a61a4adb9a493fb7dfdce162550859082936a9
804,1,3,0,0,1,2625,8.5167,Desconhecido,e64887cc9f4696336696532806e0733920341389b6754a9b36aac4b53d25f4c7
805,1,3,27,0,0,347089,6.975,Desconhecido,9b095620d5ecadb864fb78da44a08b357e2d66765c729d786ea9d1b1bdf330a7
806,0,3,31,0,0,347063,7.775,Desconhecido,b74b47fae663aada005c847fee2e009a4bf9baf20be68abedb628819184261fe
807,0,1,39,0,0,112050,0.0,A36,6228ec9e830708d07c2dcccdc4965391bbcc1c0429fcfb92449f105c52848ea4
808,0,3,18,0,0,347087,7.775,Desconhecido,77b276add0031a567a5277d9c10153417325d348d68dda51a9ff22efad8b01f1
809,0,2,39,0,0,248723,13.0,Desconhecido,2b5c1e1054adc46c204b666128c4303a632bbbc6cd8bea8cdcc027c8e357896a
810,1,1,33,1,0,113806,53.1,E8,7d713bbe482e062b21c2a20b74cbeb132ccaa55b4fa092fafcadd0743133bb56
811,0,3,26,0,0,3474,7.8875,Desconhecido,76e518cf1ed63db471176dcadc5efe133d9d75a63587ddfad405a044c662135a
812,0,3,39,0,0,A/4 48871,24.15,Desconhecido,03224ef4c524cae1261b5a9b33d82383f4d6b644c7776b3dffc4595d7398c958
813,0,2,35,0,0,28206,10.5,Desconhecido,b34924dac777a425644d1cf27c0ccf00f0d077f171aac9267fcdb76e590c54d7
814,0,3,6,4,2,347082,31.275,Desconhecido,ff5ade703119c06b4d442a62959db0c9567771ea6146af629603d39ec7c85ce4
815,0,3,30,0,0,364499,8.05,Desconhecido,ccbc0533da0299eb35ea010474b0542ddc8d508a10bc56b999db3ea88f6c9376
816,0,1,28,0,0,112058,0.0,B102,fd6c5e91c30aa0af6dcbbca877146f8d30bef94a6ec8a73eede0611895da856e
817,0,3,23,0,0,STON/O2. 3101290,7.925,Desconhecido,cbadcb1b9f8fce8a931a1bc06747aacf3cebf4594ee25f4a3949b5159b895655
818,0,2,31,1,1,S.C./PARIS 2079,37.0042,Desconhecido,1f4fa94ac829dacbecaf8a52bf7bd8d4d34ffe932acfbd21c99b16bc36405f12
819,0,3,43,0,0,C 7075,6.45,Desconhecido,47bc29742beb40652fb87c9b72e1758ddf5dc9a3305e4ad3966c44ea1aceec5d
820,0,3,10,3,2,347088,27.9,Desconhecido,c4573bc7c531292f2062118e4682d1b52a0a6894b5dfd981f5d803b5a5e1aa59
821,1,1,52,1,1,12749,93.5,B69,3a8d246ec36a741ba9d369b1c6e6b591069d19f3a1e6934830d5eaebafd14ebd
822,1,3,27,0,0,315098,8.6625,Desconhecido,8a95c9e7aac45f5e52a6068335d7e108399965369d35ad6a97bb0984d0c9575d
823,0,1,38,0,0,19972,0.0,Desconhecido,9f5f178a5c6a7c140c3e938448f28db775bfb2575c4844ca39f66351158a858d
824,1,3,27,0,1,392096,12.475,E121,9c959eab03ca16d4b5b4ac2f81a42f245a4c803a20fd861585b919ffefed5b09
825,0,3,2,4,1,3101295,39.6875,Desconhecido,db03e59301a122b3c3fb4c3b2c1fa1ea1adf7aefc746011f316ecf33378d95aa
826,0,3,28,0,0,368323,6.95,Desconhecido,f25e8706580aa5694cd917e56ecd8b110d98fc7724e6a96bfd40d052d8211167
827,0,3,28,0,0,1601,56.4958,Desconhecido,6cf0386d8ca8826bf57c43a64c28b29479b286bdc52cff5869d20c5884ebab1a
828,1,2,1,0,2,S.C./PARIS 2079,37.0042,Desconhecido,993c2c31cb64526ef2824444e589c2abaf3680262c6604f84d106f7290d508cd
829,1,3,28,0,0,367228,7.75,Desconhecido,4752cf1eb10b123cae5d9348c4a6d57b71921334dffa5db050f242a22c3006c9
830,1,1,62,0,0,113572,80.0,B28,da6f8cf4f35a1b2198762b80168e3d9b4ff310d91f34c5e4907bb000c9a9ccd2
831,1,3,15,1,0,2659,14.4542,Desconhecido,a6b5ee2dd11d7647a0af8cf2c5b781049a96c4ab17fde361d30136592b7651cf
832,1,2,0,1,1,29106,18.75,Desconhecido,66dadc95b2baa15e34b087aa535cc05ab9f740c2ad5954b2eead0ef293927b66
833,0,3,28,0,0,2671,7.2292,Desconhecido,8cbaa7423cde70187ac01273b0b53599b9e2e83002614276b144eec43e2cee63
834,0,3,23,0,0,347468,7.8542,Desconhecido,a45bc1301175564ea5121a3b6c48a1254a7355ddc9d0eccd34772d51e7e58355
835,0,3,18,0,0,2223,8.3,Desconhecido,8769c464102724d0d1d75e7a498bde412789b89002b7c82190019edd08f17c90
836,1,1,39,1,1,PC 17756,83.1583,E49,adccff3943c2af7597e646bc4f0b8b3a57ff984ae1087c7eabdb6e82ec208e1f
837,0,3,21,0,0,315097,8.6625,Desconhecido,dfd6fda1be679084d17c9998cb9ad9845f17ee5872506cc340c92c021e57fb7d
838,0,3,28,0,0,392092,8.05,Desconhecido,4a8f369624ebf76b11f074176ea59025ebcca64477a71f440183ddbf640932a7
839,1,3,32,0,0,1601,56.4958,Desconhecido,c0263a0997bc9ceb5ac364abc047fc2dab70c39315ead7f2037f8fdcd7f9d803
840,1,1,28,0,0,11774,29.7,C47,88089b11d28661a3c71d2a91bbaf8a4308c7ccfc737ec5fa43e96753755e1c28
841,0,3,20,0,0,SOTON/O2 3101287,7.925,Desconhecido,241f73ab48e75a125de7167dbdd807b0789d7fda34701907dbbfdd4ec421c282
842,0,2,16,0,0,S.O./P.P. 3,10.5,Desconhecido,84058bc150dbbeebe25f91426f6344431270f80a457a114436a6b45816e3c5ff
843,1,1,30,0,0,113798,31.0,Desconhecido,694e4d99cedb366903a735488a3c8d176693632652461e9d5d807564076e1c15
844,0,3,34,0,0,2683,6.4375,Desconhecido,dd19aa4914f2ac205874ea7d643ffdc9c2707ddc009f1050fcc140308849d4bd
845,0,3,17,0,0,315090,8.6625,Desconhecido,5580d111fe54279ffdf169869a57c68e77996d6a4917a3baef4000e9cc2480c4
846,0,3,42,0,0,C.A. 5547,7.55,Desconhecido,c9107f5842c0d704cc2a42d17b532ed5e4dddc15a8cf7b4342a65af6f630962a
847,0,3,28,8,2,CA. 2343,69.55,Desconhecido,c990204f3989adb43ed0fed85f2980e16be867d8b485f1a398f04cf22d1c764d
848,0,3,35,0,0,349213,7.8958,Desconhecido,c5ce1e5080dd78a12d1cd1c74d13fd4ab14ace76cad5e765bf32d6c6e09d16f6
849,0,2,28,0,1,248727,33.0,Desconhecido,a441d98995dc2712640a8787f1faddd0b6d372e46cb0b183de28f261a1d8a19f
850,1,1,28,1,0,17453,89.1042,C92,3561e23b8e687008a678954e1fe345eb63c6b42997d263c7b1fa41666658e0b6
851,0,3,4,4,2,347082,31.275,Desconhecido,3ae95d799ea9f9719a1da75d7da2eeabc16a640adcf781c43cd0bff1b588e142
852,0,3,74,0,0,347060,7.775,Desconhecido,ff67d7e526c9791a5be93132702cb04e43d0d9a511fea701ccdeb51febeb41fb
853,0,3,9,1,1,2678,15.2458,Desconhecido,217c01a29dc83310f413595d70286b3316d98bd9ec7d26715fe90b53fedd3eb6
854,1,1,16,0,1,PC 17592,39.4,D28,d0f57e4eb4678c8c59be90a4e086c382c70c5069d46767c00bf19f2e0c67733b
855,0,2,44,1,0,244252,26.0,Desconhecido,dd4e89c5907a12ab3bbd4e0334eda3f5262e3aa8cd20d8c2a6ea1284df45256f
856,1,3,18,0,1,392091,9.35,Desconhecido,4c724f68fd2b8c03eeacb7d1ccc1a38942139796b72f19efb2cf78220c78104d
857,1,1,45,1,1,36928,164.8667,Desconhecido,c071cdf88601788375087e884e6921ae043487472c6d0a21f03b2746ed9c36cb
858,1,1,51,0,0,113055,26.55,E17,d071de3afec0ca03b5a509951565562a2674694ad98ff4bdba88446bd5989c24
859,1,3,24,0,3,2666,19.2583,Desconhecido,355c9a1a5a1a2ffbd8b90b8540523b62fc17be31969765fb65d1ca47efae4ccd
860,0,3,28,0,0,2629,7.2292,Desconhecido,37957a45bdec8364fcf6b9754d66764c9c8def9ce72ba18405143caae105e2ba
861,0,3,41,2,0,350026,14.1083,Desconhecido,2baa18467144cb57b8e1d58d922f996a0f158c27adca56a42b4914f500490a08
862,0,2,21,1,0,28134,11.5,Desconhecido,2d2c93712d41b9bd2e2b35b63e11f0cdd75c620eb3ad7652b51e736e6ff11edc
863,1,1,48,0,0,17466,25.9292,D17,2b8ce32015ecfd0fd9ba683050197436eb914027e9b6bcabaf72e53f3b869515
864,0,3,28,8,2,CA. 2343,69.55,Desconhecido,20335214ebbadbdaac5ae669b2bc2df122fdcc809fd4676f9f076699a9bd2502
865,0,2,24,0,0,233866,13.0,Desconhecido,1e7bb74082db4c74f31772846147384bacf38fa3bb4a9608ce0d5625daa1e9ab
866,1,2,42,0,0,236852,13.0,Desconhecido,da02d723928641b2cb007f4ef5a5b9ea975d7dd1fabb3123e0e073e8df710ea0
867,1,2,27,1,0,SC/PARIS 2149,13.8583,Desconhecido,d7d268802c63f13b64b7924d4574ef4140e4f439d09f9b70697c85ac1c268d7c
868,0,1,31,0,0,PC 17590,50.4958,A24,9137f33b84c5e8f15bf58c95269d696fecfe8fc67138d860a9499a1ee55a6591
869,0,3,28,0,0,345777,9.5,Desconhecido,524975bb0f67d2813160c6fd9e84b1cd6ce3f0db612823fce2e0a989dd4ac598
870,1,3,4,1,1,347742,11.1333,Desconhecido,499eb7ba7f3f3252324d59045206f055689d41ee50e7676d338f69fdf7fe6e1b
871,0,3,26,0,0,349248,7.8958,Desconhecido,6e06bd39455eccef8055af3aa627c98869d4ff04f2ba8533b30910e28c9e21e3
872,1,1,47,1,1,11751,52.5542,D35,64f081dac89158a7f5171e9f1b8c0cda327782450bf49c26ea53ab8811e994aa
873,0,1,33,0,0,695,5.0,B51 B53 B55,cbfd84d7d63c3d51ee733cfa028936f409619b142e44cc675297093ca3e18cf2
874,0,3,47,0,0,345765,9.0,Desconhecido,bc35b13a1ad1222a6b92d149c48288c759b20a809295be2874b9f01bcab14672
875,1,2,28,1,0,P/PP 3381,24.0,Desconhecido,d93a6ea9f1ce64633ea8a595fad6bf9d0eed7eea0bb72df84bff491c0cb935de
876,1,3,15,0,0,2667,7.225,Desconhecido,e0fca02f28ab4e201854d6bd0b2007f1ae4f23ec996e0009d609fc7c59e93079
877,0,3,20,0,0,7534,9.8458,Desconhecido,b258fc4e0101edab262c4f77f982c826eef3c60e318bb1b12a9618cb52b4064c
878,0,3,19,0,0,349212,7.8958,Desconhecido,6c6e0958674803761e7688a360fad380cb0ab3ad7739bb7ab4c5a19d421522b6
879,0,3,28,0,0,349217,7.8958,Desconhecido,aa28b9d8f789a0cdaf3228f12d666e6d085da63f221d3cf4b52cfe28bcbda6ce
880,1,1,56,0,1,11767,83.1583,C50,092e505baf98bcf1c1295ed579999cb29142096593361af1ccff02ca7ad6476f
881,1,2,25,0,1,230433,26.0,Desconhecido,5dc3f65f20d6c2e485b3c2459ce90ccb9b2b786612b5b2a46bbe5c79f66b041f
882,0,3,33,0,0,349257,7.8958,Desconhecido,940cc80cb91af6829fd4813ff177208a53be4374085fd7bd3128684d70bcd190
883,0,3,22,0,0,7552,10.5167,Desconhecido,a7e9982c8ef666b8cec81604973133da7da275778cced0593f4350d8693f4b50
884,0,2,28,0,0,C.A./SOTON 34068,10.5,Desconhecido,91c639a226462467500661e2cc7822dafb11ce810ce1fb057c05c9556cc9b52b
885,0,3,25,0,0,SOTON/OQ 392076,7.05,Desconhecido,9657466b8759db96aa12d0196a6f4a25e135bcd8aab1eef43230e6c98eda0d09
886,0,3,39,0,5,382652,29.125,Desconhecido,9aacc96c797759e153e224195bdf178a2169bd3ec246609649582a3e59a22be1
887,0,2,27,0,0,211536,13.0,Desconhecido,7640265092299892585a3e731415b9cfd5595cdfcabbb09c16bb39c4c3a809af
888,1,1,19,0,0,112053,30.0,B42,9d2c4b809ddced040225530cf657cc95c50f05bc6c3374db9a53bf12c0f55f03
889,0,3,28,1,2,W./C. 6607,23.45,Desconhecido,a88e28aa4b60cabad2df4a2963b8934e9dffab44d5ba298223cc2377a48914d3
890,1,1,26,0,0,111369,30.0,C148,c59f44f1454eaf17e2d3d90f6d02d271a6034f0a495e734f8d2b40e3d655c2c3
891,0,3,32,0,0,370376,7.75,Desconhecido,f5df0510b9df40fca87a540f500619f14f116fd57bfca0f849b4bf2756ab873c
